star,comment,lable
3,"3/5
同样玩特效飙血压讲笑话，为什么相比贺岁档某片，这个就得不到群众们的好评了呢，无奈耸肩状
沿用系列前作大打感情牌，专注飙车的话我还是觉得不错的。但我是需要带脑子看电影的，多次想在影院里打开手机，我有罪。触动我的是布莱恩的频频“出镜”，好吧，我承认这个感情牌我很受用
谁说郭达不参演了，彩蛋有我郭达兄阿
BGM好评",0
2,悬崖绳索走汽车，地雷区里过车队，还有安上推进器就能上太空，汽车撞卫星也没事…嗯，下一部都帮你想好了，驾驶着喷气汽车和星爵一起星球大战去吧。,0
3,给塞隆的台步加一星,0
4,"七分爽片，其实还不错（尤其是和活死人军团一比），剧情虽然太过于想当然以至于自己都在吐槽，但是动作场面确实爽爆啊，特效质量也足够。
至于为啥评分比哥斯拉大战金刚低这么多，我只能猜测是范迪塞尔的傻脸不如金刚的脸讨喜吧。",1
2,爽片：2021太空漫游,0
4,这个系列的特色应该体现资本主义的腐朽气息，香车美女风情荷尔蒙，但这部不怎么腐朽，把汽车开上了太空，成儿童片了，山地飙车那场很过瘾，心都跳到嗓子眼，最后的决斗却不行，车好像废的不如上一部，难道缺钱，废话太多，谁要看情节，这种电影一直飙车就好啦，另外，这么激情的电影，能不能给个身材火辣的美女看看，为什么把女人都搞成男人婆，性感娇艳的美女玩车玩枪更有冲击力啊，美国电影意识形态已经沉溺于白左，没救了，女神塞隆的颜值都被封印了，一听到害怕见又想见的人物介绍，就知道是她，这种异常锋利的吸引力，只有塞隆撑的起来。这个系列是美国汽车文化的集中体现，喜欢飙车的人，值得去电影院爽一把，评论也黑的太厉害了，这电影看来不怎么重视中国市场，华人又是刻板数学家印象，其实现在中国汽车文化在迅速赶上美国，应该下部改进,1
2,速9不仅是狗尾续貂，还把之前的几部都毁了……,0
1,剧中敌人的枪法就是来打Rap，打氛围的，反正不管多近就是打不着角色；其次汽车车身基本都是钢材，磁吸这剧情设计？人物都是随便复活的；东京的制景是假的无法理解。,0
2,两分是情怀，当车开上太空的时候我觉得我的智商被侮辱了，极大的侮辱。侮辱我当然没什么关系，我无关紧要。各国的航天技术及研发人员才被侮辱惨了。,0
2,"补标，11.26凌晨03：43
大晚上想看点无脑商业片的好选择，这部成功刷新系列的物理违反程度，人物狗血程度也刷新，前几部死的人随随便便复活，反派分分钟洗白+仇恨一笔勾销，哪怕下部神奇女侠复活、塞隆女王洗白我也不意外",0
4,回忆线比正片有感觉，自嘲梗挺有意思，飙上太空的段落并没有很惊艳。范迪塞尔虽然喜欢装逼+财富密码，但整体上还是比强森和郭达那部外传要好一些。这就是继弯刀、杰森、鲨卷风之后，又一部杀向太空的无脑爽片。,1
1,我和伙伴中途提前离场了，出来的时候感觉还是离场太晚了,0
4,开车都能灭核潜艇了 爽片还需要讲什么逻辑 看得开心就好,1
2,再拍就该打外星人了吧……,0
3,阵容以及场面都已经竭尽所能了，这个片强大的地方在于把钱花在了明处，你能看到钱是怎么烧的。唯一的问题在于审美疲劳吧，越来越强，再这么下去就要星球大战了,0
2,郭达真的太帅了，又gentle又萌！但除了丧尸车那一段，几乎所有引以为傲的炫目场面都毫无想象力，看的好累....#斯科特·伊斯特伍德是要立志成为美国景甜吗？在大片里混眼熟#,0
1,速度与激情系列为什么在中国受到狂热追捧以及景甜的后台究竟是谁，可以共同列入中国院线电影十大未解之谜的前五名。,0
3,"看到儿子叫布莱恩想起了保罗戳中泪点，还有洗白郭达斯坦森真的好吗？神奇女侠和韩的棺材板都压不住跳出来骂:虚伪的伐木累！速6打坦克，速7打飞机，速8打潜艇，
讲道理速9会和变形金刚一起拍，素鸡系列如果真的想变成神作，其实很简单：唐老大真TM叛变了！",0
4,重温速度与激情，惊险刺激，我觉得8也挺好看的！,1
3,速激系列在第七部顺势完结是最好的选择（因为后面的必将黔驴技穷陷入尴尬境地），飙潜艇也并不比飙汽车更令人热血沸腾，让人激动的是速激系列所展示的团队凝聚力及家人之间的感情，而非越飙越大的交通工具,0
3,震惊！反人类蛇蝎美女和反物理光头硬汉相斗，郭达或成最大赢家！,0
3,"这种family简直不能羡慕更多，做大哥的女人甚至不用体会生孩子的痛苦，直接“从天而降”一个萌到流泪的儿子。广泛播种就是好啊，meet the most important person in my universe, little Brain. 孩子妈安息吧口可口可。",0
3,我是对范迪塞尔审美疲劳了，他真的是永远跳不出这种人设了,0
2,这大概是强行续命的下场，以为靠着接连不断声势浩大的动作场面便能够吸引观众的注意力，但在剧本和情节上却几乎一无是处，编剧不求有功，但求满足观众的所有情结，不管反派杀了多少小伙伴，只要不是自己家人，编剧说洗白就洗白，你还能怎么样，看完感觉非常视觉疲劳，却什么都不记得了，完美诠释爆米花,0
2,亲儿子才叫family，好兄弟都是rubbish。,0
3,花费巨大的家和万事兴宣传片。,0
2,一星给斯坦森＋强森。,0
3,逼神迪塞尔飙车俩小时，不敌郭达嘴炮五分钟。还有，上哪儿都能找到天台BBQ，果然和TVB是一个套路，“一家人，就是要齐齐整整”。以及，海伦·米伦也太像蔡明了吧，果然只有“蔡明”才能整得了“郭达”。,0
2,该系列拍到第八集始终遵循那套公式：（电脑特效x真实特技）+（新角色x人物关系)+（动作点缀x类型切换）=解决思路是“要更多汽车”，解决方法是“不怕愚蠢，只让你爽到”。,0
3,郑重提醒各位豆友，素鸡8 这三个字不适合念出来。说激不说8，文明你我他。,0
3,最喜欢僵尸车那一段，最近三集中最有想象力的桥段。,0
3,情怀不够小孩凑。开场十分钟内，路人说，impossible。这就是对全片的评价。,0
3,感觉郭达一定能当个好爸爸(??ω??)??,0
4,虽然一再说的家庭概念已经有点过多了，但还是爽的，三个秃子把我看硬了。塞隆脏辫性感。,1
1,我很喜欢塞隆的造型，好像瑞典性爱教母。能集中精神的镜头就是无数辆车被启动自动驾驶然后从高层停车场坠落，还有就是光头跳水运动员斯坦森跟大眼宝宝的互动。要坦白，因为票价接近30块人民币所以强忍着没退场。电影院里前排座椅很难睡，只好打起精神跟自己喝听装啤酒。,0
1,速7要不是死了个保罗，中国有几个知道这个系列的？结果没想到速8比速7更烂。中国的电影院永远不缺两种人，一种是跟风狗，一种是脑残粉。,0
4,虽然是爆米花电影但是看着还是酣畅淋漓，特技酷炫、刺激精采，真是肾上腺素飙升。,1
3,下一部只有去太空飙车才能拍下去了吧？,0
1,好烦这种片子，看完脑子嗡嗡的，跟去了迪厅似的。,0
1,好过7，尤其是已经被前几任导演遗忘到天边的氮气加速终于回来了！然而这部真是全体大洗白，Dom他们仅存的那么一丁点叛逆也彻底被招安不说，郭达森连带他弟更是彻底被洗白，所以韩和吉赛尔就是死了白死呗？情绪分一星,0
4,三星半，虽然新花样不多，不过僵尸车和潜艇那段还是小燃了一下。斯坦森和巨石强森两位太抢戏，风头快盖过范·迪塞尔了，以及海伦·米伦阿姨只几句台词却频频逗得人哈哈大笑，最后，必须要提一下，再一次跪倒在塞隆女王裙下，贡献了绝大多数看点，成功入选“史上最霸气反派”名单，全程在“天上”演戏！,1
4,速基的套路：装完逼就跑，边跑边装逼，跑完再装逼。,1
2,剧情差评！场面虽大，却已经丧失了原味！还有里面的某些镜头剧情，实在让人提不起兴趣了！,0
3,那段远程操控车，又high又有想象力，也很心疼。,0
3,搞不懂为什么那么火，我觉得不如速7,0
2,失望，不仅剧情在xjb编，连引以为傲的大场面都拍的一塌糊涂。场面并不是越大越好的，动作设计还在频繁沿用温子仁的旋转镜头以及已经用烂了的慢镜，真的是毫无新意，僵尸车的噱头也是昙花一现。唯一惊喜的是郭达的表现，感谢第三幕里面还有他这样一股清流穿插在狂轰乱炸之中,0
2,中间一段快睡着…塞隆，海伦加一星，请快点把他们团灭好嘛！,0
4,一路看下来，第八部对我来说没什么惊喜！但是看的时候还是很激情的！这次比较来说是走亲情路线！,1
2,不知道这个片子拍这么多续集的意义在哪里,0
2,直男癌大爆发，仿佛看了一部超级英雄?丧尸片，高潮节奏掌握得还可以，但整个片子毫无逻辑，女反派那么大的格局资源，玩这么嗨就为了放几颗核弹告诉全世界“我是坏人”，而且偏偏挑个有老婆孩子的对手作为自己的主力军光明正大地作死是不是脑子有坑。,0
3,以前，我们一起骑摩托、开超跑、干坦克、跳飞机；现在，我们赛潜艇；最后，依然是We are 伐木累！/IMAX首映/,0
2,一个起初以法外不羁为卖点的系列，拍到现在，每个角色都满嘴的“伐木类”，听得人膀胱炸裂。,0
3,真的可以看过就忘呢。,0
2,PW一走，8这一部已然把速激系列变得套路和夸张化，家庭车战肉搏反派一气堆叠，再无亮点。僵尸车流与高楼车雨这段还可以。,0
4,特效场面依旧抓眼，喜欢NYC那段车潮。最后孩子的名字戳中泪点，剧组人员在以另一种方式纪念Paul。,1
2,粗鄙庸俗。,0
1,这傻逼电影有完没完？傻逼的逻辑，傻逼的剧情，傻逼人设，傻逼的we are family就什么问题都没了。神他妈开个鸡巴车拯救世界，fuck一遍物理规则和编剧原则，兼职傻逼透了。文迪塞尔这傻逼欺负完沃克再消费沃克，又爆出和强森的打架，把系列转变成自家的生意，关键演技还差到令人发指,0
